id,followers,genres,name,popularity
3VOOmK7ZqJNgOPN1hopJuL,61621.0,"['classic swedish pop', 'svensk progg', 'swedish jazz']",Mikael Wiehe,47
4EyhwDFo0iKdv2nMUM4m1Q,165170.0,"['swedish eurodance', 'swedish pop']",Sean Banan,46
03oWHkoyY0FiH2IggqwhlW,17561.0,"['danspunk', 'melbourne bounce international', 'russelater']",BEK & Wallin,55
5np4RsJt3kZVHWAL45Bhsj,9382.0,"['dansband', 'danspunk']",Eddie Nilsson,38
4Ggm3mzYjhSoeStPMES2mt,4597.0,"['classic swedish pop', 'dansband', 'danspunk']",Lalla Hansson,37
4PVn1b2WnnXdq80C7uaZLZ,196430.0,"['edm', 'pop dance', 'progressive electro house', 'swedish pop']",Nause,52
5Kfdak2p6fTCc8zx32B0lC,23099.0,"['dansband', 'danspunk']",Scotts,44
6rgEPiKjowlMKZC1DF6W75,125471.0,"['electropop', 'swedish electropop', 'swedish pop']",Rebecca & Fiona,50
3OXidOhUVXLVG7je2ISGv0,956.0,[],Mimmi Sandén,44
3XHatvGN7740pLPHUVgwA6,14342.0,"['classic swedish pop', 'danspunk', 'folkmusik']",Euskefeurat,42
7fGejcqwbdfn47UP7NcdUt,20057.0,[],Freestyle,45
30kYCLLT2QJNIklC0d5RPN,19291.0,['dansband'],Matz Bladhs,42
6nCO4Jv7mU99OS6jLevYVH,5199.0,['barnmusik'],Anna Maria Espinosa,42
2eo54qMMNjVgFIxwhKfijG,9444.0,"['classic swedish pop', 'europop']",Roger Pontare,42
4NZBruC8XBoC8lj8kkW05m,18539.0,"['classic swedish pop', 'swedish jazz', 'visor']",Freddie Wadling,41
0WIJklwnefNN9A2XeHqTxG,9701.0,"['classic swedish pop', 'folkmusik', 'nyckelharpa', 'swedish fiddle', 'swedish jazz']",Åsa Jinder,39
55Qe4QsMyFgVhb16jkEftW,20596.0,"['danspunk', 'swedish alternative rock']",Black-Ingvars,40
55Mv9PuCTRfExD5y0l4Hg1,1587.0,['vintage swedish pop'],"Gösta ""Snoddas"" Nordgren",24
0mpBid2klUPvtzSm1plZHZ,492.0,['barnmusik'],Ola Håkansson,26
6vE1kb6Uxx9f7J4d6wFIOx,253.0,[],Sebastian Karlsson,37
0a6rCwqcO5k3S6nHJFCRyn,3117.0,"['classic swedish pop', 'swedish melodic rock']",Tone Norum,35
5CKhp4ovgbSd7PdVIza7cC,13939.0,"['europop', 'swedish pop']",Andreas Johnson,43
2RuUKJs7WOJjeAkjRXp1If,12751.0,['swedish hip hop'],Far & Son,34
0SRJGj7dBjwYR7m5u5VXPj,50.0,[],Zoë Ackerman,32
2xtgYE7gox5t043BJWi7bd,16117.0,['swedish indie pop'],Maia Hirasawa,37
7gfRiWYacImpHbcXRpIl5F,8923.0,"['classic swedish pop', 'swedish pop']",Anders Glenmark,35
69TksjsHjLqscQcE72fevH,10268.0,['swedish reggae'],Ras Cricket,35
7jzDkV54gHUBIffc4vRvBA,6276.0,"['swedish eurodance', 'swedish hip hop']",Lazee,39
5noCHaZ4YGlS6K11VB6FYH,8428.0,['classic swedish pop'],Freda',35
2Mp409M6EpFr3kGdQ1mwjS,53994.0,"['swedish idol pop', 'swedish pop']",Sabina Ddumba,55
0tOdy7SqogILIjzGU2hSr5,345110.0,"['classic swedish pop', 'swedish alternative rock', 'swedish pop']",Melissa Horn,54
11xRVFTsfUOVt4vSVX865Q,118395.0,"['classic swedish pop', 'danspunk', 'swedish alternative rock', 'swedish pop']",Björn Rosenström,53
3HbP7OfT7PCV0BrR0ReUkC,92502.0,"['swedish dancehall', 'swedish hip hop', 'swedish pop', 'swedish trap pop']",Medina,51
0l8OJzLFIV1OqbU4OhcZLu,4674.0,[],Moberg,56
4brCOY5t3EebZpmZGsZ7JC,15771.0,"['barnmusik', 'classic swedish pop', 'danspunk']",Mora Träsk,45
24JKr8xzxciKUmpx8fu8AY,1158.0,['barnmusik'],Julia Kedhammar,45
1jBFgqfCh0pz5eNIWFvJGQ,37947.0,"['swedish alternative rock', 'swedish electropop', 'swedish indie rock', 'swedish pop']",Familjen,50
6F3EsjY0PgMI4SXkQWXF3y,17134.0,"['electro house', 'progressive electro house']",Albin Myers,51
4i6VLJAtySJ3Vxf9R1me6p,30166.0,"['danspunk', 'swedish alternative rock', 'swedish hip hop']",Fronda,49
4vZVZdOf8Hd82CzxfyHT3L,12808.0,['dansband'],Stefan Borsch,40
0NsAbGr86qKQMaXTuWwVKj,15398.0,"['classic swedish pop', 'swedish jazz']",Stefan Sundström,39
5O514j7KlQOTtfMSMgaRzf,866.0,['barnmusik'],Alice Andersson,45
22nh3odnqoCNzVGwEzXILk,7315.0,"['classic swedish pop', 'swedish pop']",Plura,44
5Z3qZD6rDNxloqapoa1QUC,4413.0,[],Joakim Berg,44
3fA5zBQWEa0uzYo43SvXaj,72306.0,"['classic swedish pop', 'europop', 'swedish pop']",Peter Jöback,45
11LbPHLi2sCqOVjknt0jmW,22836.0,[],John Lundvik,47
6XmbeFgAh0itkfnnLXza1J,9844.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",Ozzy,44
57b3sKD9pGilMb2QlMqArq,94148.0,"['glam metal', 'hard rock', 'new wave of glam metal', 'sleaze rock', 'swedish alternative rock', 'swedish hard rock']",Hardcore Superstar,49
2qDTb1Hj9x4Ic97w87xfkg,2688.0,['swedish hip hop'],Academics,44
2vxWDuk2inw00eo3Hag2QR,4156.0,[],Kristin Amparo,45
1aCtu6ooZLKUUvqUJvzJzM,13341.0,"['danspunk', 'russelater']",Solguden & Mannen,49
6kI0ZZ0yjJ3Bf5JjEgUJLC,2179.0,"['scandipop', 'swedish pop']",Alexander Tidebrink,57
09J3FFqSQVVQlrakhizg9v,24614.0,['classic swedish pop'],Totta Näslund,44
2f6nzgQYDhQMVeHgDfuWJy,24288.0,"['bubblegum dance', 'europop', 'swedish eurodance']",Kobojsarna,44
12VIfmT1N5FGyCuuXGKuYB,25240.0,"['classic swedish pop', 'europop', 'swedish pop']",Magnus Carlsson,41
6O6kWwVAL4xK4G8SBcsNJR,31970.0,"['classic swedish pop', 'swedish alternative rock', 'swedish indie rock', 'swedish pop']",Moneybrother,41
64WsK4rMjSwnyuzTPFHVH4,40796.0,"['swedish alternative rock', 'swedish americana', 'swedish indie rock', 'swedish pop']",Deportees,41
1vWso6LrGT1ficbFUJtSiA,2615.0,"['danspunk', 'swedish rockabilly']",The Fastback,38
161xT2jznJIE9JZ7WQIpuJ,866.0,['disney svenska'],Jan Rippe,37
5ZFPmKZWWyfhwTLTDwqZgd,10358.0,"['danspunk', 'swedish alternative rock', 'swedish punk']",De Lyckliga Kompisarna,37
478peoEkoKPsTgRiVzkvPl,51211.0,['scottish indie'],Glasvegas,46
0vrtC9TrcdezrJZshpwLkg,6353.0,['swedish hip hop'],Infinite Mass,36
3ndRUr9mFg8eaGMe4Sdz0E,1029.0,['barnmusik'],Marit Eriksson,35
1Yf3fs3eLssRoT9T326j8i,5532.0,['swedish synth'],047,37
6wHcUMBrxZoqbxo1LxIQiH,602.0,[],Hanna Stattin,35
2PGhx95sJF2XfZyOyrDFo0,12925.0,['classic swedish pop'],Adolphson & Falk,35
5vDnmN0QFphRUc5mNfPjtf,1374.0,['swedish country'],Framed,41
3fl4q8rdZhxwVs9yG2rpz0,17549.0,"['bubblegum dance', 'eurodance', 'europop', 'swedish pop']",Da Buzz,48
2KToq66TzR2OM0PZJSh5bR,37536.0,"['europop', 'eurovision', 'swedish pop']",Timoteij,42
0mSD97JUcoK5g6PNFDnUdu,1643.0,['swedish reggae'],Amsie Brown,38
1D2o9Wb1d9ZhhPSRREJgwX,5432.0,"['swedish hip hop', 'swedish trap pop']",Leslie Tay,39
1ey5VhgKiBdbcAZtZWDgY8,5020.0,"['gothenburg hip hop', 'swedish hip hop', 'swedish trap pop']",Adoo,39
32uRQ13rLdn0sIotGehIHs,242.0,['disney svenska'],Johan Halldén,38
4dq4bHaTzqLMpRwGJFuuxy,7351.0,['swedish hip hop'],Trainspotters,39
65bPrDReIwTFJKuNOjwd2B,1266.0,[],Isabel Sahlin,38
2vH7B6YvHO3AHVb9R8bYi8,31366.0,['swedish alternative rock'],Corroded,41
7m6DSze5TrrYbItmW8YRY3,9197.0,['swedish trap pop'],Rhymes & Riddim,38
3E33tPtYu9wX1t1cp8ELAW,262173.0,"['classic swedish pop', 'swedish alternative rock', 'swedish pop']",Takida,58
4bOG1sx3QHFbOUVLNmMpPe,449386.0,"['skansk musik', 'swedish hip hop', 'swedish pop']",Timbuktu,56
04UWvFdSYUV4wv6UJ0mARE,24186.0,"['dansband', 'danspunk', 'kalmar indie', 'swedish alternative rock', 'swedish pop']",2 Blyga Läppar,54
1IxP1g9VrPzJqXFCsuyHKe,143867.0,"['europop', 'eurovision', 'swedish idol pop', 'swedish pop']",Måns Zelmerlöw,59
68QvqbdqwqqjW39YpUJHdG,57376.0,"['classic swedish pop', 'europop', 'swedish jazz', 'swedish pop', 'swedish soul']",Lisa Nilsson,54
6IfZesOI3vKCZy8pjzVknj,19999.0,"['swedish idol pop', 'swedish pop']",Albin Johnsén,55
4G2UDRhQLUDq0f93giGYwA,192944.0,"['swedish alternative rock', 'swedish dancehall', 'swedish hip hop', 'swedish pop', 'swedish reggae']",Kapten Röd,54
2aaGbpl5Y2ykZsNFZM6ofw,90722.0,"['classic swedish pop', 'europop', 'skansk musik', 'swedish country', 'swedish pop']",Jill Johnson,54
6Xln2zf2OkGDhFKUQcw1yB,33544.0,"['swedish drill', 'swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",JB,54
4C86wrjOUfXQDlt6A4oJOC,73588.0,"['swedish alternative rock', 'swedish hip hop', 'swedish pop']",Daniel Adams-Ray,54
6HKV18fbiZPLNSoTUnTALb,18031.0,"['europop', 'melodipop', 'swedish idol pop', 'swedish pop']",Anton Ewald,53
4tSx9oXscGCVaVXEhH86qp,20185.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",Blizzy,54
6Pm0evhKSUGTGYDxzpGGKf,23909.0,"['classic swedish pop', 'swedish americana', 'swedish indie pop', 'swedish pop']",Sarah Klang,54
7iW0o1suit8xY24m9M5L0u,87290.0,"['swedish alternative rock', 'swedish eurodance', 'swedish pop']",De Vet Du,50
4rMk4gSVtsxoOb7NPwF6hA,13788.0,"['dansband', 'danspunk']",Donnez,50
4cJKxS7uOPhwb5UQ70sYpN,46501.0,"['swedish alternative rock', 'swedish pop']",Amason,52
2PBhJmRqee1QAyQU2kBu1H,87577.0,"['classic swedish pop', 'swedish alternative rock', 'swedish americana', 'swedish punk']",Thåström,49
4YkPXMsmFf3K2XFHPddqFU,48389.0,"['classic swedish pop', 'swedish jazz', 'swedish pop']",Marie Fredriksson,49
0D00AEI0IWmoBtdIH75zXs,77815.0,"['europop', 'swedish pop']",Dolly Style,49
3Rjud126EhtcSDte9lORR7,74242.0,"['electro swing', 'swedish alternative rock', 'swedish pop']",Movits!,48
6hL8IlB7tKuRiqChLyEJGr,116048.0,"['swedish alternative rock', 'swedish reggae']",HOFFMAESTRO,47
68MQkEARDjbM0nc4ijFkoa,3968.0,['sleep'],Avslappning Sound,47
4yBfxwfLaloRqynwFrXONV,17658.0,"['classic swedish pop', 'danspunk', 'swedish alternative rock', 'swedish singer-songwriter']",Stefan Andersson,47
2j8XNrT8TQH4JMeyEMJYfL,33547.0,"['classic swedish pop', 'swedish alternative rock', 'swedish pop', 'swedish singer-songwriter']",Tomas Andersson Wij,47
58XdW0XyGukvmGatf7NC2R,32880.0,"['classic swedish pop', 'swedish jazz', 'swedish singer-songwriter']",Frida Hyvönen,45
5kPv9CTpuLRg4Lt7QvxxPD,7787.0,"['classic swedish pop', 'dansband', 'danspunk', 'swedish country']",Mats Rådberg,45
7DXjp1eSv6Xf759gmCiApa,185204.0,"['swedish eurodance', 'swedish pop']",Panetoz,44
6aNouxfdfQCKjiZG0LJcjx,49332.0,"['classic swedish pop', 'swedish alternative rock', 'swedish indie pop', 'swedish pop']",Säkert!,45
3ml6MvdCLzBBhK2zT9AhOl,3109.0,['danish pop'],Micky Skeel,49
4Ag5mrJhXH238pExZYJcaM,19613.0,"['classic swedish pop', 'swedish pop']",Magnus Carlson,44
1SU2pMMSbU1hqWyFXp97Br,22254.0,"['swedish idol pop', 'swedish pop']",LIAMOO,55
3XmHBwGYiLNWThAP4F82fq,3418.0,['danspunk'],Coola Kids,45
76ViH9hMBGfdwkmp1wYay5,37039.0,"['swedish dancehall', 'swedish reggae']",Syster Sol,43
6FkSZBvBZ74ADdf5aWrT1O,12207.0,"['gothenburg hip hop', 'swedish hip hop', 'swedish reggae']",Roffe Ruff,43
6tbXwhqy3WAFqanusCLvEU,45059.0,"['conscious hip hop', 'swedish hip hop', 'swedish reggae', 'swedish underground rap']",Promoe,45
3i0VvjFfLzfX8TgDhgNWfe,49783.0,"['swedish alternative rock', 'swedish electropop', 'swedish indie pop', 'swedish pop']",Jonathan Johansson,44
2dkyZHLWCFi08dA86UDu1A,1437.0,[],Stefan Nilsson,44
2wTNL2DgYACRKqxGb9oKO1,9750.0,"['swedish idol pop', 'swedish pop']",Jakob Karlberg,45
0k5NrYJAazGYrIhzrDslcT,78100.0,"['swedish alternative rock', 'swedish indie rock']",Johnossi,49
42SZWoHp8GLbTAFCF8xOIy,38932.0,"['skansk musik', 'swedish dancehall', 'swedish reggae']",General Knas,45
3oKLD3PuOc20nNDoSCKDY7,10370.0,"['swedish idol pop', 'swedish pop']",Niello,45
0RLWJI1UwVofxre5k3py4a,26462.0,"['swedish hip hop', 'swedish trap pop']",Malcolm B,41
3wh2bJMFjWyZA6mHNVxkVa,14641.0,"['classic swedish pop', 'dansband', 'danspunk', 'skansk musik', 'swedish blues']",Nisse Hellberg,41
4Bb8rhvCjLOjNOl1DbFkph,21752.0,['swedish indie pop'],Loney Dear,45
3epPd1w0ICggaYUZA6Migx,58.0,[],Peter Wanngren,40
2o1DwIg0eMGpA5m6zLLG2I,1692.0,[],Victoria Voss,55
1y5T3Prq30eW5RkpaUWNOQ,36174.0,['swedish idol pop'],Frans,46
263gQqFvf1IUdtROCgrQQ9,12814.0,"['barnmusik', 'classic swedish pop']",Electric Banana band,40
6OZxE19iim1JKvCA3GmCVx,32408.0,"['classic swedish pop', 'swedish alternative rock', 'swedish indie rock', 'swedish jazz']",bob hund,41
1NDYAcgpsX4ony5CD0QIxW,9696.0,"['classic swedish pop', 'folkmusik', 'swedish fiddle']",Kalle Moraeus,39
4X0BpBJuYOsmpNXNp3TVRR,330.0,[],Barnkören,39
1oDZOVYmQduTh3G4nmsyqv,7713.0,"['classic swedish pop', 'swedish jazz']",Franska Trion,40
7GVu6MlEKOgGFxPsae0NFJ,3390.0,['swedish country'],Martinez,39
6xMt0bWYPTHNcCj1zL80VB,1938.0,['danspunk'],Jessica Bohlin,41
5haVwjDd8z1dsR0uQewwoP,13152.0,"['swedish alternative rock', 'swedish pop', 'swedish punk']",Hurula,40
5oWrOLZfLDGgpeD3crSRa3,433.0,[],Fille Danza,40
2J9Y7fT6BnCQVB4FZioKHc,4564.0,['disney svenska'],Pauline,33
4L82oD5L2XQPwkHWOAJSad,11922.0,"['classic swedish pop', 'swedish pop']",Di Leva,38
2Q5xMO7xxS59W7ipdDQMQe,8537.0,['swedish pop'],Ida Redig,39
1NM4NH9OXPg3EqZxNf6nE1,7051.0,['dansband'],Kindbergs,38
5J0dXmqEYctfFsmcakqZFH,48135.0,"['classic swedish pop', 'swedish pop']",Lisa Miskovsky,41
1nB9oFyGAWdcRUjWpJWK4i,3649.0,['svensk lovsang'],Frank Adahl,40
79XSzUC0yAPPoxiuss55qC,18658.0,"['classic swedish pop', 'europop', 'swedish alternative rock', 'swedish pop']",Patrik Isaksson,40
2VPvWVAiP9GICmwh4bLUuE,21816.0,"['power-pop punk', 'swedish alternative rock', 'swedish indie rock']",Sahara Hotnights,41
29J0FCLB5tolwMwiSAlYa3,524.0,[],Karlsson på taket,39
22Wo43V44RtrpJZsjeI9EA,25893.0,"['classic swedish pop', 'svensk progg']",Pugh Rogefeldt,40
2X5ppZ3lSNIvkvdn3UFgBI,19731.0,['swedish reggae'],Kalle Baah,39
6GFNszjoVtonHtwNFGUABT,2616.0,"['swedish hip hop', 'swedish trap']",Jaqe,40
5OVpyVxzb6h64yLFIS5WTH,106591.0,"['swedish pop', 'swedish soul']",Ansiktet,39
00eM47bmJ7FYA6Mqqi6mV5,11117.0,['barnmusik'],Anders Lundström,37
05fGdzkhXykmbh0RfoK1jt,11479.0,['swedish hip hop'],Fonky Fresh,37
5PldDs8KtXMy0KZ6due44x,62365.0,['swedish idol pop'],FO&O,40
5WVKlxuCFDIoBsckyLXPxD,5577.0,['swedish hip hop'],DC Grimsta,37
0NANKIINMQ9u4DYD5YqM0L,15102.0,"['classic swedish pop', 'swedish soul']",Eric Gadd,42
11v210K5CwGkgbGK3COISh,6515.0,['dansband'],Ingmar Nordströms,38
2Q4l7xGX0Y3u1f0m4V7kG2,12450.0,['classic swedish pop'],Mikael Rickfors,38
0ahIOvoOixJ6reWSvAsshX,23680.0,"['swedish dancehall', 'swedish hip hop', 'swedish pop', 'swedish trap pop']",Mwuana,57
3IsULVZIf4iGp9ExB7yJVq,125075.0,"['classic swedish pop', 'swedish alternative rock', 'swedish pop']",Linnea Henriksson,53
4SR9oxWziAoPR4kTrekBi6,153735.0,"['europop', 'swedish pop']",Samir & Viktor,54
4FDWCNuP44LnLUfHHQGdRH,161.0,[],Tsino,53
4bZ30evEi5vMG1A3xdW8U2,25440.0,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",Fricky,52
0NyrvUybTePmsuED5vZi4G,268663.0,"['swedish electropop', 'swedish pop']",Den svenska björnstammen,52
4TVeR94EUHZU6a4v311tng,9.0,[],Bensi,42
2DEOeaIzp8CWyw3Sh9CqrR,4498.0,['danspunk'],Dooferz,38
53bap4fIHfhPGNrU4STPpe,42056.0,"['conscious hip hop', 'swedish hip hop', 'swedish underground rap']",Looptroop Rockers,43
3oTjV4Ip8YlSXxBXIuDsYi,4025.0,['dansband'],Paul Paljett,37
3zy5pSkTq3Ip0MW2wKFplO,1843.0,['disney svenska'],Meta Roos,36
6kOLZzoXaFsV3UPH1KqPB7,4854.0,['dansband'],Kellys,31
1l63szZeUpN1m87MOD1u7K,432.0,[],Chapee,30
37IuaQ0HycezJDT1ivgANh,2419.0,[],Emil Sigfridsson,29
0PnNyzP7CgoDXZHr6cWOyq,31844.0,"['classic swedish pop', 'europop', 'swedish pop']",Tommy Nilsson,48
1ZRgSgUcrIJQOzhiDNrUVL,1337.0,['eurovision'],Frida Green,49
65OPXmm2nfPvaX1fjHo8kR,39228.0,"['classic swedish pop', 'swedish pop']",Uno Svenningsson,47
7ITgs267FaG3NP0LzexUuV,9354.0,['danspunk'],Billy Opel,47
0s6lE2jjOn56dMsSeQodsZ,20494.0,"['classic swedish pop', 'dansband', 'danspunk', 'swedish alternative rock']",Kenneth & The Knutters,47
0kEHzvdzvwa8GzqGZV8ePh,9641.0,"['swedish hip hop', 'swedish trap', 'swedish trap pop']",Snövit,48
3HMZ4Ui5A6SEFgTkWzaMhv,16236.0,['dansband'],Fernandoz,44
5vBoU7A2kwbTXyUPZK5Gq1,38362.0,['swedish idol pop'],Theoz,43
24NpsLnTSarXBzzmJnygn0,221.0,[],Flags of Our Fathers,42
2cfIDCFjNUvts0jShZFFZI,4033.0,[],Valle,35
5rr10EOtaUuSweZd0ZlOtq,1734.0,['swedish hip hop'],Penga' Per,35
1t73toCZNNsaOma51HgnHV,9301.0,['dansband'],Mats Bergmans,35
1Z13YUXbUmdKwDO4RtVgyx,16105.0,"['classic swedish pop', 'dansband', 'danspunk']",Svenne Rubins,42
2NXlktjI0V3TFsU9yHLbSc,677.0,[],Espa,46
46kV0QPO6PgUjtP69hvbfI,15326.0,"['swedish hip hop', 'swedish trap pop']",Sebastian Stakset,42
4XKh5jfRDEwgI8YKxcDU6w,5888.0,"['dansband', 'danseband', 'danspunk', 'swedish country']",Christina Lindberg,42
5acaksxPvwaEJiYOIRfnQj,3881.0,['danspunk'],CK Trubadix,44
13jd8ireAONmQcSDY3cMka,644.0,[],Käp,32
4Oty2fHJ2Rxddh9trZEOJh,2284.0,['classic uk pop'],C.C.S.,25
1X5aTyyXc90P2xJXowsW95,3540.0,[],Edward Blom,31
4tZTjEESkhauKWaQHBA2t0,2310.0,['swedish reggae'],Slag Från Hjärtat,30
1ZmL5C9WckA5qaHKoE7ffw,1278.0,[],Regimen,31
0RFCLAPk6HoM6vcwT39Q2e,313.0,[],Sharon Dyall,33
1Z8YLeRzSedy0jT5D08pVU,9856.0,['swedish indie pop'],Marit Bergman,33
7ig8pUnno95YNA9MclOveH,106561.0,"['eurovision', 'stoner metal', 'swedish alternative rock']",Mustasch,54
2iUVnGKQclQfYjdHGSZcX0,25823.0,['swedish pop'],LBSB,52
0NRCBhMWztpOQkRkrepakm,30192.0,"['dansband', 'danspunk']",BlackJack,51
4uAXlCewJdAu44uAHehKfd,14088.0,"['danspunk', 'swedish alternative rock', 'swedish eurodance', 'swedish pop']",Elov & Beny,51
4kKkAIpkNWG3XpUIl9yENt,15755.0,"['swedish drill', 'swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",24K,51
3oPwoe9wGN7oRshVQYHJWU,4400.0,"['dansband', 'danspunk']",Joyride,39
0Z1nKfR8WO3qdRBlIF2cY4,15601.0,"['swedish hip hop', 'swedish trap pop']",SödraSidan,39
1YbULpfzTArJacycqsFw0w,2020.0,['barnmusik'],Pappa Kapsyl,39
0dCSPVQ30JS4cRaCTtbEmp,16573.0,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",Erik Lundin,49
3ktAhWMnoYiz6UpBEKfv5i,21696.0,"['classic swedish pop', 'dansband', 'danspunk', 'swedish country', 'swedish pop']",Kikki Danielsson,49
5MbYu9M8ksD8u0CGqswZoX,29216.0,"['classic swedish pop', 'dansband', 'danspunk', 'europop', 'swedish pop']",Barbados,48
58RMTlPJKbmpmVk1AmRK3h,19419.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",Abidaz,48
0LQT5piMqjwpMkchYLfDxv,20870.0,"['dalarna indie', 'danspunk', 'swedish alternative rock', 'swedish punk']",Mimikry,48
3Ony4v63cxISpD3cF4ufTa,12235.0,"['danspunk', 'russelater']",DJ Loppetiss,51
71BhXa24Zf5zcikUb00l2N,8378.0,"['swedish drill', 'swedish hip hop', 'swedish trap', 'swedish trap pop']",Juice,48
31KGMx2XwpugdUpJzeZOv1,16000.0,"['swedish drill', 'swedish hip hop', 'swedish trap pop']",Naod,48
3j7jPxUZFXXwVTvPtc7kKP,423.0,[],Bjorn Palmberg,47
3h4mC2mtKfxToywPSrVPcC,109027.0,['swedish eurodance'],Mange Makers,43
7ik758oYwkKmQtbZtAdOOm,63933.0,"['skate punk', 'swedish alternative rock', 'swedish hardcore']",Raised Fist,48
5QYBoZAoupoPPuFB1KHfx0,18018.0,"['electropop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",Little Jinder,43
01o8zdH2NoWSZ4CEsYS44r,1489.0,['swedish pop'],Helena Josefsson,43
0F2YGp10ROcJQa9Z9jwp9v,1350.0,['progressive electro house'],Alaa,42
6HUvBmbZkhq6uGfpRKZ1Zy,51589.0,"['danspunk', 'varmland rock']",Top Cats,44
1Gtx7uxcwFWqBHt9OeESgj,5899.0,"['swedish hip hop', 'swedish trap pop']",Lokal,42
1muQ9itiu5KB1WiqehGoSy,20424.0,"['classic swedish pop', 'swedish pop']",Pernilla Andersson,42
7MTotDfi3oohb0PBdlFsA5,13640.0,"['classic swedish pop', 'dansband', 'danspunk']",Snowstorm,42
5Jr4z5VLHYacMaWsqR2nlw,4390.0,['russelater'],INAP,47
26deOFc7Oj2gu2pqzPo9O8,16701.0,"['classic swedish pop', 'dansband', 'europop', 'swedish pop']",Lotta Engberg,42
5OiDW55CVtMcTUqfhTgGCC,6.0,[],Bigman Alper,40
3XNYAscVt30VsW8dJiWQsl,15677.0,['swedish hip hop'],Mange Schmidt,40
5HhJ4EfjcISuAIPnbz9B3c,3458.0,['swedish hip hop'],Erk,40
5Z9W23mX5gDSgLmmR2iUqh,7677.0,"['swedish hip hop', 'swedish trap pop']",Ibbe,40
0EcjEGUjRcoFoVinJpwi91,18143.0,"['classic swedish pop', 'svensk progg', 'swedish jazz']",Ola Magnell,40
1cjddO4yaU13OzgomZYDA7,3847.0,['swedish drill'],Brookz,41
4edQilKMzaQG7GzgAMJDbf,23512.0,"['danspunk', 'swedish alternative rock', 'swedish eurodance']",Byz,43
5iAsFhGh0fYZfSacLj4H92,1583.0,[],Bad Influence,27
3zfA6tKVX2RurEMPeJ5cDt,222.0,[],Linda Olsson,41
2s7biycbXw8gmviNBeoCx9,12724.0,"['swedish hip hop', 'swedish soul']",Chords,43
1zMg0ur2T1UsRYtW9VNsLv,975.0,[],D50,41
0dPldh0GoO1NGOUwRu7WSr,126.0,[],Leontine,41
6wjchRNcNNSn1wPIaIiRq8,18607.0,"['classic swedish pop', 'swedish pop']",Olle Ljungström,40
229RQG4IQ1BFiS1FJvww5N,215.0,[],bby,40
6WXHad7QhQKEtNJGHYfpDl,0.0,[],Ykn,40
17KXKtZXlDTWr7lHCsnNQ3,40103.0,"['classic swedish pop', 'dansband', 'danspunk']",Larz-Kristerz,51
3C9ShKvWhKyI4lhcxXW44p,2653.0,['barnmusik'],Kompisbandet,51
23z00NPQmiYxmpZSiDlQAE,2860.0,[],Louise Andersson Bodin,52
4VKbol7eCoEJUemlKvE3Ve,71295.0,"['classic swedish pop', 'swedish pop', 'swedish singer-songwriter', 'swedish soul']",Peter LeMarc,51
2yMJGKSRgxIniMnq30FAzX,67691.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish pop', 'swedish trap pop']",Ken Ring,51
3kklzjWziqW7RX5jQjsRnb,61819.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish reggae', 'swedish trap pop']",Kartellen,50
77FK5F2AWebXG5IiEnoHLv,15202.0,"['swedish hip hop', 'swedish reggae', 'swedish trap pop']",AKI,50
6cQVcprcYDxGM79YmyCkcQ,10555.0,['swedish pop'],VAX,55
7mTV1xDo95GO6Bc7ttBFm8,15259.0,"['dansband', 'danspunk', 'skansk musik']",Sannex,50
3QQwosodozp54DdCKrlAry,29811.0,"['swedish hip hop', 'swedish pop', 'swedish trap pop']",Lamix,50
7KXt61GtLmrIizwZkpZa5C,7803.0,[],Maximus,53
0qeei9KQnptjwb8MgkqEoy,24905.0,"['swedish hip hop', 'swedish trap pop']",Linda Pira,50
4MvZ0qFh21x4rJ8lqMh5qZ,5116.0,"['eurovision', 'swedish pop']",Kadiatou,52
4TuGR5xkIry198WmY7hax2,65582.0,"['classic swedish pop', 'europop', 'swedish pop']",Sarah Dawn Finer,50
56hM6Y3Cw2g8xZOfZrHBuS,2442.0,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",5iftyy,50
2Dor6diK1zw9BEluKBOdoA,927.0,"['swedish drill', 'swedish hip hop', 'swedish trap pop']",23,49
5QCf1Qb08Q4E3EPnyo8mw1,4337.0,"['eurovision', 'scandipop', 'swedish pop']",Patrik Jean,53
3nhhMoWycyLMmZydlwjk5z,64987.0,"['danspunk', 'swedish alternative rock']",Raubtier,51
3qzw8zce3NwedmWnD1vx8V,19602.0,"['swedish hip hop', 'swedish trap pop']",Jeano,49
0LdzDrRc2RESpGqwyhbE3t,8200.0,"['swedish hip hop', 'swedish trap pop']",Madi Banja,44
7zJdWmVoGsqxaEl09XOvM5,520.0,['swedish hip hop'],ISON,43
